onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	stim_file_index2	category_repeat	event_sample	task_name
32.7559	0.133	0.533	6	SCRAMBLED-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	131	142	1	16771	sixcatlocisidiff
34.1211	0.133	0.133	6	SCRAMBLED-SAMETWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	141	129	1	17470	sixcatlocisidiff
35.7383	0.133	0.267	5	SCENES-DIFFTWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	104	77	0	18298	sixcatlocisidiff
37.2227	0.133	0.033	3	FACES-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	59	54	1	19058	sixcatlocisidiff
38.9219	0.133	0.067	2	BUILDINGS-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	38	122	0	19928	sixcatlocisidiff
40.291	0.133	0.067	2	BUILDINGS-SAMETWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	40	28	1	20629	sixcatlocisidiff
41.8398	0.133	0.067	4	OBJECTS-SAMETWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	87	82	1	21422	sixcatlocisidiff
43.2051	0.133	0.067	1	BODIES-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	17	75	0	22121	sixcatlocisidiff
44.5898	0.133	0.133	2	BUILDINGS-SAMETWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	28	44	1	22830	sixcatlocisidiff
46.0566	0.133	0.533	6	SCRAMBLED-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	140	128	1	23581	sixcatlocisidiff
47.5918	0.133	0.033	4	OBJECTS-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	74	95	1	24367	sixcatlocisidiff
48.873	0.133	0.067	6	SCRAMBLED-SAMETWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	128	121	1	25023	sixcatlocisidiff
50.625	0.133	0.533	1	BODIES-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	10	9	1	25920	sixcatlocisidiff
52.2734	0.133	0.533	4	OBJECTS-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	82	87	1	26764	sixcatlocisidiff
53.5898	0.133	0.133	3	FACES-DIFFTWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	70	106	0	27438	sixcatlocisidiff
55.0742	0.133	0.017	4	OBJECTS-DIFFTWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	94	126	0	28198	sixcatlocisidiff
56.543	0.133	0.067	3	FACES-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	51	81	0	28950	sixcatlocisidiff
58.1758	0.133	0.533	2	BUILDINGS-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	41	25	1	29786	sixcatlocisidiff
59.5254	0.133	0.017	3	FACES-DIFFTWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	50	31	0	30477	sixcatlocisidiff
60.9434	0.133	0.033	5	SCENES-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	100	110	1	31203	sixcatlocisidiff
62.5762	0.133	0.067	4	OBJECTS-SAMETWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	76	91	1	32039	sixcatlocisidiff
63.8418	0.133	0.033	6	SCRAMBLED-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	122	55	0	32687	sixcatlocisidiff
65.2734	0.133	0.033	1	BODIES-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	13	80	0	33420	sixcatlocisidiff
66.6094	0.133	0.267	6	SCRAMBLED-SAMETWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	127	140	1	34104	sixcatlocisidiff
68.1934	0.133	0.033	5	SCENES-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	103	107	1	34915	sixcatlocisidiff
69.4766	0.133	0.017	2	BUILDINGS-DIFFTWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	29	123	0	35572	sixcatlocisidiff
70.9941	0.133	0.133	2	BUILDINGS-DIFFTWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	39	133	0	36349	sixcatlocisidiff
72.7441	0.133	0.033	5	SCENES-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	120	78	0	37245	sixcatlocisidiff
74.3281	0.133	0.067	5	SCENES-SAMETWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	99	117	1	38056	sixcatlocisidiff
76.043	0.133	0.017	3	FACES-SAMETWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	54	57	1	38934	sixcatlocisidiff
77.3105	0.133	0.033	5	SCENES-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	114	17	0	39583	sixcatlocisidiff
78.9434	0.133	0.533	5	SCENES-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	111	138	0	40419	sixcatlocisidiff
80.4277	0.133	0.533	1	BODIES-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	5	46	0	41179	sixcatlocisidiff
81.7773	0.133	0.533	2	BUILDINGS-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	33	40	1	41870	sixcatlocisidiff
83.1133	0.133	0.033	2	BUILDINGS-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	47	132	0	42554	sixcatlocisidiff
84.4102	0.133	0.533	2	BUILDINGS-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	37	52	0	43218	sixcatlocisidiff
86.0957	0.133	0.067	4	OBJECTS-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	90	67	0	44081	sixcatlocisidiff
87.3789	0.133	0.267	6	SCRAMBLED-SAMETWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	134	136	1	44738	sixcatlocisidiff
88.9277	0.133	0.067	3	FACES-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	72	108	0	45531	sixcatlocisidiff
90.5605	0.133	0.267	1	BODIES-DIFFTWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	6	137	0	46367	sixcatlocisidiff
91.9785	0.133	0.267	2	BUILDINGS-DIFFTWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	42	114	0	47093	sixcatlocisidiff
93.5469	0.133	0.033	3	FACES-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	55	26	0	47896	sixcatlocisidiff
94.8125	0.133	0.133	3	FACES-DIFFTWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	60	92	0	48544	sixcatlocisidiff
96.4648	0.133	0.033	3	FACES-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	57	49	1	49390	sixcatlocisidiff
97.8145	0.133	0.067	6	SCRAMBLED-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	143	72	0	50081	sixcatlocisidiff
99.2637	0.133	0.133	1	BODIES-SAMETWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	19	15	1	50823	sixcatlocisidiff
100.9609	0.133	0.067	2	BUILDINGS-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	48	118	0	51692	sixcatlocisidiff
102.2812	0.133	0.033	2	BUILDINGS-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	45	144	0	52368	sixcatlocisidiff
103.6816	0.133	0.067	1	BODIES-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	3	104	0	53085	sixcatlocisidiff
104.9648	0.133	0.133	2	BUILDINGS-DIFFTWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	26	50	0	53742	sixcatlocisidiff
106.6641	0.133	0.017	1	BODIES-DIFFTWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	18	139	0	54612	sixcatlocisidiff
108.0156	0.133	0.033	6	SCRAMBLED-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	124	141	1	55304	sixcatlocisidiff
109.582	0.133	0.017	2	BUILDINGS-SAMETWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	35	36	1	56106	sixcatlocisidiff
111.2656	0.133	0.267	5	SCENES-SAMETWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	107	113	1	56968	sixcatlocisidiff
112.9336	0.133	0.067	6	SCRAMBLED-SAMETWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	142	124	1	57822	sixcatlocisidiff
114.6484	0.133	0.133	4	OBJECTS-DIFFTWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	81	135	0	58700	sixcatlocisidiff
116.0469	0.133	0.533	3	FACES-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	67	6	0	59416	sixcatlocisidiff
117.6504	0.133	0.067	5	SCENES-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	118	68	0	60237	sixcatlocisidiff
119.3496	0.133	0.133	5	SCENES-DIFFTWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	109	4	0	61107	sixcatlocisidiff
121.0996	0.133	0.017	2	BUILDINGS-DIFFTWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	31	143	0	62003	sixcatlocisidiff
122.3984	0.133	0.133	4	OBJECTS-SAMETWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	84	79	1	62668	sixcatlocisidiff
124.1309	0.133	0.267	5	SCENES-DIFFTWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	116	20	0	63555	sixcatlocisidiff
125.5508	0.133	0.267	6	SCRAMBLED-DIFFTWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	132	18	0	64282	sixcatlocisidiff
127.0176	0.133	0.067	2	BUILDINGS-SAMETWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	32	27	1	65033	sixcatlocisidiff
128.4668	0.133	0.033	1	BODIES-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	1	12	1	65775	sixcatlocisidiff
130.0352	0.133	0.017	4	OBJECTS-DIFFTWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	80	2	0	66578	sixcatlocisidiff
131.6523	0.133	0.533	5	SCENES-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	105	96	0	67406	sixcatlocisidiff
133.0859	0.133	0.533	1	BODIES-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	14	39	0	68140	sixcatlocisidiff
134.502	0.133	0.267	5	SCENES-SAMETWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	115	98	1	68865	sixcatlocisidiff
136.002	0.133	0.533	3	FACES-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	53	65	1	69633	sixcatlocisidiff
137.5664	0.133	0.133	6	SCRAMBLED-DIFFTWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	123	70	0	70434	sixcatlocisidiff
139.0195	0.133	0.267	4	OBJECTS-DIFFTWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	83	42	0	71178	sixcatlocisidiff
140.7031	0.133	0.267	3	FACES-SAMETWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	71	58	1	72040	sixcatlocisidiff
141.9688	0.133	0.533	5	SCENES-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	117	99	1	72688	sixcatlocisidiff
143.4355	0.133	0.033	2	BUILDINGS-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	34	35	1	73439	sixcatlocisidiff
144.8535	0.133	0.133	5	SCENES-SAMETWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	101	100	1	74165	sixcatlocisidiff
146.1855	0.133	0.017	5	SCENES-SAMETWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	98	112	1	74847	sixcatlocisidiff
147.9199	0.133	0.033	4	OBJECTS-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	73	93	1	75735	sixcatlocisidiff
149.4219	0.133	0.267	4	OBJECTS-SAMETWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	91	74	1	76504	sixcatlocisidiff
150.8535	0.133	0.133	4	OBJECTS-SAMETWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	95	85	1	77237	sixcatlocisidiff
152.2383	0.133	0.267	4	OBJECTS-DIFFTWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	78	62	0	77946	sixcatlocisidiff
153.8535	0.133	0.133	4	OBJECTS-DIFFTWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	86	48	0	78773	sixcatlocisidiff
155.4043	0.133	0.533	6	SCRAMBLED-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	133	63	0	79567	sixcatlocisidiff
156.7715	0.133	0.133	1	BODIES-SAMETWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	9	10	1	80267	sixcatlocisidiff
158.5059	0.133	0.067	4	OBJECTS-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	92	14	0	81155	sixcatlocisidiff
159.8887	0.133	0.267	6	SCRAMBLED-DIFFTWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	126	105	0	81863	sixcatlocisidiff
161.1875	0.133	0.033	6	SCRAMBLED-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	137	51	0	82528	sixcatlocisidiff
162.7539	0.133	0.033	4	OBJECTS-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	89	60	0	83330	sixcatlocisidiff
164.2402	0.133	0.267	3	FACES-DIFFTWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	52	3	0	84091	sixcatlocisidiff
165.9727	0.133	0.033	4	OBJECTS-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	96	7	0	84978	sixcatlocisidiff
167.2227	0.133	0.033	1	BODIES-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	24	11	1	85618	sixcatlocisidiff
168.8066	0.133	0.133	1	BODIES-DIFFTWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	8	94	0	86429	sixcatlocisidiff
170.3398	0.133	0.267	2	BUILDINGS-SAMETWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	27	43	1	87214	sixcatlocisidiff
172.041	0.133	0.267	1	BODIES-SAMETWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	12	24	1	88085	sixcatlocisidiff
173.3906	0.133	0.067	1	BODIES-SAMETWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	23	21	1	88776	sixcatlocisidiff
174.707	0.133	0.267	4	OBJECTS-SAMETWOPULSE-5	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	85	84	1	89450	sixcatlocisidiff
176.2734	0.133	0.533	4	OBJECTS-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	79	88	1	90252	sixcatlocisidiff
177.7578	0.133	0.067	3	FACES-SAMETWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	64	56	1	91012	sixcatlocisidiff
179.4746	0.133	0.133	6	SCRAMBLED-SAMETWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	136	131	1	91891	sixcatlocisidiff
181.0762	0.133	0.533	4	OBJECTS-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	75	38	0	92711	sixcatlocisidiff
182.5742	0.133	0.067	5	SCENES-SAMETWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	110	103	1	93478	sixcatlocisidiff
183.9414	0.133	0.033	2	BUILDINGS-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	44	33	1	94178	sixcatlocisidiff
185.6074	0.133	0.533	5	SCENES-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	113	101	1	95031	sixcatlocisidiff
186.875	0.133	0.533	6	SCRAMBLED-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	144	29	0	95680	sixcatlocisidiff
188.127	0.133	0.017	1	BODIES-SAMETWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	11	22	1	96321	sixcatlocisidiff
189.709	0.133	0.017	6	SCRAMBLED-DIFFTWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	135	45	0	97131	sixcatlocisidiff
191.3613	0.133	0.033	1	BODIES-DIFFTWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	20	111	0	97977	sixcatlocisidiff
192.9102	0.133	0.067	6	SCRAMBLED-DIFFTWOPULSE-3	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	138	5	0	98770	sixcatlocisidiff
194.543	0.133	0.017	1	BODIES-DIFFTWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	2	90	0	99606	sixcatlocisidiff
196.0605	0.133	0.033	6	SCRAMBLED-SAMETWOPULSE-2	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	121	127	1	100383	sixcatlocisidiff
197.7441	0.133	0.133	5	SCENES-SAMETWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	97	115	1	101245	sixcatlocisidiff
199.4941	0.133	0.017	2	BUILDINGS-SAMETWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	25	32	1	102141	sixcatlocisidiff
200.793	0.133	0.017	3	FACES-DIFFTWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	68	89	0	102806	sixcatlocisidiff
202.5117	0.133	0.133	3	FACES-SAMETWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	58	71	1	103686	sixcatlocisidiff
204.1289	0.133	0.017	5	SCENES-DIFFTWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	119	8	0	104514	sixcatlocisidiff
205.6602	0.133	0.133	5	SCENES-DIFFTWOPULSE-4	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	102	13	0	105298	sixcatlocisidiff
207.2793	0.133	0.017	5	SCENES-SAMETWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	112	97	1	106127	sixcatlocisidiff
208.6621	0.133	0.533	3	FACES-SAMETWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	56	53	1	106835	sixcatlocisidiff
210.1445	0.133	0.533	3	FACES-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	63	37	0	107594	sixcatlocisidiff
211.8633	0.133	0.017	6	SCRAMBLED-SAMETWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	125	134	1	108474	sixcatlocisidiff
213.1797	0.133	0.017	1	BODIES-SAMETWOPULSE-1	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	15	19	1	109148	sixcatlocisidiff
214.5117	0.133	0.533	2	BUILDINGS-DIFFTWOPULSE-6	sub-p12_ses-nyuecog01_task-sixcatlocisidiff_acq-clinical_run-02.mat	46	116	0	109830	sixcatlocisidiff
