name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	reference	group	description	status	status_description	bb_method	bb_bandwidth
G32	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G33	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G34	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G35	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G36	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G37	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G38	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G39	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G40	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G41	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G42	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	bad	on epileptic tissue	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G43	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	bad	on lesion	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G44	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	bad	on lesion	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G45	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G46	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	bad	on epileptic tissue	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G47	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G48	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G49	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G50	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G51	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	bad	on lesion	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G52	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	bad	on lesion	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G53	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G54	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G55	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G56	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G57	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G58	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G59	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G60	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G61	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G62	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G63	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
G64	ECOG	uV^2	200	70	512	n/a	car	grid	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
ST01	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
ST02	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
ST03	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
ST04	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
MT01	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
MT02	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
MT03	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
MT04	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PT01	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	bad	spikes	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PT02	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PT03	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PT04	ECOG	uV^2	200	70	512	n/a	car	strip	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
AMT01	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
AMT02	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
AMT03	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
AMT04	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
AMT05	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	spikes	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
AMT06	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
AMT07	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
AMT08	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
AMT09	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
AMT10	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PMT01	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	spikes	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PMT02	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	low freq	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PMT03	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	low freq	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PMT04	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	spikes	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PMT05	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	low freq	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PMT06	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	spikes	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PMT07	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	spikes	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
PMT08	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
SL01	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	low freq	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
SL02	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	low freq	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
SL03	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	bad	spikes	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
SL04	SEEG	uV^2	200	70	512	n/a	car	depth	n/a	good	n/a	@(bp,banddim)geomean(abs(hilbert(bp)).^2,banddim)	10
SG1	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
SG2	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
SG3	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
SG4	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
SG5	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
SG6	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
LEKG	ECG	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
REKG	ECG	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
DC1	TRIG	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
DC2	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
DC3	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
DC4	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
DC5	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a	n/a	n/a
