onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	stim_file_index2	category_repeat	event_sample	task_name
110.2969	0.133	0.017	6	SCRAMBLED-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	121	14	0	56472	sixcatlocdiffisi
111.8809	0.133	0.067	5	SCENES-SAMETWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	118	113	1	57283	sixcatlocdiffisi
113.3809	0.133	0.267	6	SCRAMBLED-SAMETWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	131	125	1	58051	sixcatlocdiffisi
114.6309	0.133	0.267	4	OBJECTS-SAMETWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	74	90	1	58691	sixcatlocdiffisi
116.2812	0.133	0.133	2	BUILDINGS-SAMETWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	26	27	1	59536	sixcatlocdiffisi
117.8828	0.133	0.267	1	BODIES-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	7	51	0	60356	sixcatlocdiffisi
119.498	0.133	0.067	3	FACES-SAMETWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	55	66	1	61183	sixcatlocdiffisi
121.25	0.133	0.033	1	BODIES-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	1	36	0	62080	sixcatlocdiffisi
122.6992	0.133	0.267	1	BODIES-SAMETWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	13	24	1	62822	sixcatlocdiffisi
124.416	0.133	0.533	4	OBJECTS-SAMETWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	88	74	1	63701	sixcatlocdiffisi
125.8008	0.133	0.133	5	SCENES-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	97	22	0	64410	sixcatlocdiffisi
127.5	0.133	0.033	4	OBJECTS-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	80	69	0	65280	sixcatlocdiffisi
129.1328	0.133	0.267	6	SCRAMBLED-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	139	82	0	66116	sixcatlocdiffisi
130.3828	0.133	0.133	3	FACES-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	69	139	0	66756	sixcatlocdiffisi
132.1348	0.133	0.133	6	SCRAMBLED-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	140	115	0	67653	sixcatlocdiffisi
133.6504	0.133	0.017	3	FACES-SAMETWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	63	49	1	68429	sixcatlocdiffisi
135.2344	0.133	0.033	5	SCENES-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	101	28	0	69240	sixcatlocdiffisi
136.5684	0.133	0.017	1	BODIES-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	15	120	0	69923	sixcatlocdiffisi
137.8516	0.133	0.017	6	SCRAMBLED-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	143	17	0	70580	sixcatlocdiffisi
139.5352	0.133	0.067	6	SCRAMBLED-SAMETWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	122	123	1	71442	sixcatlocdiffisi
141.1348	0.133	0.017	4	OBJECTS-SAMETWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	81	95	1	72261	sixcatlocdiffisi
142.5527	0.133	0.133	1	BODIES-SAMETWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	20	3	1	72987	sixcatlocdiffisi
144.1855	0.133	0.067	1	BODIES-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	17	121	0	73823	sixcatlocdiffisi
145.502	0.133	0.033	6	SCRAMBLED-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	130	41	0	74497	sixcatlocdiffisi
146.9355	0.133	0.033	3	FACES-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	50	1	0	75231	sixcatlocdiffisi
148.3184	0.133	0.533	6	SCRAMBLED-DIFFTWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	127	19	0	75939	sixcatlocdiffisi
149.6523	0.133	0.067	1	BODIES-SAMETWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	16	9	1	76622	sixcatlocdiffisi
150.9531	0.133	0.017	4	OBJECTS-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	75	12	0	77288	sixcatlocdiffisi
152.2695	0.133	0.267	3	FACES-SAMETWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	64	67	1	77962	sixcatlocdiffisi
154.0039	0.133	0.067	3	FACES-SAMETWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	54	64	1	78850	sixcatlocdiffisi
155.6875	0.133	0.067	6	SCRAMBLED-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	135	52	0	79712	sixcatlocdiffisi
157.3379	0.133	0.017	3	FACES-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	58	80	0	80557	sixcatlocdiffisi
158.7051	0.133	0.017	3	FACES-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	51	7	0	81257	sixcatlocdiffisi
160.0371	0.133	0.033	5	SCENES-SAMETWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	111	114	1	81939	sixcatlocdiffisi
161.6055	0.133	0.067	5	SCENES-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	112	134	0	82742	sixcatlocdiffisi
162.9551	0.133	0.267	3	FACES-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	53	32	0	83433	sixcatlocdiffisi
164.5059	0.133	0.533	4	OBJECTS-DIFFTWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	86	110	0	84227	sixcatlocdiffisi
165.8047	0.133	0.033	5	SCENES-SAMETWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	114	103	1	84892	sixcatlocdiffisi
167.4395	0.133	0.133	3	FACES-SAMETWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	60	54	1	85729	sixcatlocdiffisi
168.9727	0.133	0.133	1	BODIES-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	23	50	0	86514	sixcatlocdiffisi
170.5059	0.133	0.033	4	OBJECTS-SAMETWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	79	83	1	87299	sixcatlocdiffisi
172.2051	0.133	0.133	4	OBJECTS-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	96	135	0	88169	sixcatlocdiffisi
173.707	0.133	0.267	5	SCENES-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	120	23	0	88938	sixcatlocdiffisi
175.0898	0.133	0.267	5	SCENES-SAMETWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	113	111	1	89646	sixcatlocdiffisi
176.5898	0.133	0.533	3	FACES-DIFFTWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	72	119	0	90414	sixcatlocdiffisi
178.0898	0.133	0.133	3	FACES-SAMETWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	71	56	1	91182	sixcatlocdiffisi
179.7227	0.133	0.133	6	SCRAMBLED-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	144	31	0	92018	sixcatlocdiffisi
181.4414	0.133	0.017	5	SCENES-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	100	48	0	92898	sixcatlocdiffisi
182.9062	0.133	0.067	2	BUILDINGS-SAMETWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	30	38	1	93648	sixcatlocdiffisi
184.4238	0.133	0.533	1	BODIES-SAMETWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	4	21	1	94425	sixcatlocdiffisi
185.875	0.133	0.267	6	SCRAMBLED-SAMETWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	126	137	1	95168	sixcatlocdiffisi
187.457	0.133	0.067	2	BUILDINGS-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	40	100	0	95978	sixcatlocdiffisi
189.0254	0.133	0.533	1	BODIES-SAMETWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	2	16	1	96781	sixcatlocdiffisi
190.6914	0.133	0.267	6	SCRAMBLED-DIFFTWOPULSE-5	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	141	97	0	97634	sixcatlocdiffisi
191.9414	0.133	0.533	2	BUILDINGS-SAMETWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	42	47	1	98274	sixcatlocdiffisi
193.5918	0.133	0.133	3	FACES-DIFFTWOPULSE-4	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	68	143	0	99119	sixcatlocdiffisi
195.0918	0.133	0.033	1	BODIES-SAMETWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	8	13	1	99887	sixcatlocdiffisi
196.4766	0.133	0.533	3	FACES-DIFFTWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	57	87	0	100596	sixcatlocdiffisi
197.8594	0.133	0.033	4	OBJECTS-SAMETWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	84	76	1	101304	sixcatlocdiffisi
199.3262	0.133	0.067	3	FACES-DIFFTWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	59	101	0	102055	sixcatlocdiffisi
200.7754	0.133	0.533	1	BODIES-DIFFTWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	14	106	0	102797	sixcatlocdiffisi
202.459	0.133	0.067	4	OBJECTS-SAMETWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	83	84	1	103659	sixcatlocdiffisi
203.8926	0.133	0.017	2	BUILDINGS-DIFFTWOPULSE-1	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	43	127	0	104393	sixcatlocdiffisi
205.3105	0.133	0.533	3	FACES-SAMETWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	62	65	1	105119	sixcatlocdiffisi
206.8105	0.133	0.067	4	OBJECTS-SAMETWOPULSE-3	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	95	91	1	105887	sixcatlocdiffisi
208.543	0.133	0.033	5	SCENES-DIFFTWOPULSE-2	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	119	141	0	106774	sixcatlocdiffisi
210.2773	0.133	0.533	6	SCRAMBLED-SAMETWOPULSE-6	sub-p13_ses-nyuecog01_task-sixcatlocdiffisi_acq-clinical_run-03.mat	129	122	1	107662	sixcatlocdiffisi
